feature,label_baseline,variant_likelihood_baseline,label_plus,variant_likelihood_plus,label_minus,variant_likelihood_minus,changed_label,abs_diff_plus
b deleted,reading,0.0,reading,0.0,reading,0.0,False,0.0
b for d,reading,0.0,reading,0.0,reading,0.0,False,0.0
b for e,reading,0.0,reading,0.0,reading,0.0,False,0.0
b for z,reading,0.0,reading,0.0,reading,0.0,False,0.0
b for β,variant,0.7744759411404606,variant,0.7744759411404606,variant,0.7744759411404606,False,0.0
c for h,reading,0.0,reading,0.0,reading,0.0,False,0.0
c for j,variant,0.7903054721538801,variant,0.7903054721538801,variant,0.7903054721538801,False,0.0
c for m,reading,0.0,reading,0.0,reading,0.0,False,0.0
c for s,reading,0.0,reading,0.0,reading,0.0,False,0.0
c for t,variant,0.7705156393620193,variant,0.7705156393620193,variant,0.7705156393620193,False,0.0
c for ą,reading,0.0,reading,0.0,reading,0.0,False,0.0
c for ŋ,reading,0.0,reading,0.0,reading,0.0,False,0.0
d for aē,reading,0.0,reading,0.0,reading,0.0,False,0.0
d for g,reading,0.0,reading,0.0,reading,0.0,False,0.0
d for h,variant,0.7744759411404606,variant,0.7744759411404606,variant,0.7744759411404606,False,0.0
d for i,reading,0.0,reading,0.0,reading,0.0,False,0.0
d for m,variant,0.9731492083156194,variant,0.9731492083156194,variant,0.9731492083156194,False,0.0
d for p,reading,0.0,reading,0.0,reading,0.0,False,0.0
d for s,reading,0.0,reading,0.0,reading,0.0,False,0.0
d for u,reading,0.0,reading,0.0,reading,0.0,False,0.0
d for δ,reading,0.2518811593851716,reading,0.2518811593851716,reading,0.2518811593851716,False,0.0
d for ϑ,reading,0.0,reading,0.0,reading,0.0,False,0.0
d for ẏ,reading,0.0,reading,0.0,reading,0.0,False,0.0
e for a,reading,0.1156172943230971,reading,0.1156172943230971,reading,0.1156172943230971,False,0.0
e for ai,reading,0.4150387831438769,reading,0.4150387831438769,reading,0.4150387831438769,False,0.0
e for aē,reading,0.0,reading,0.0,reading,0.0,False,0.0
e for o,reading,0.0,reading,0.0,reading,0.0,False,0.0
e for ō,reading,0.0,reading,0.0,reading,0.0,False,0.0
e for ū,reading,0.0,reading,0.0,reading,0.0,False,0.0
e for ə̄,reading,0.0,reading,0.0,reading,0.0,False,0.0
f deleted,reading,0.0,reading,0.0,reading,0.0,False,0.0
f for h,reading,0.0,reading,0.0,reading,0.0,False,0.0
f for p,reading,0.6527865981028818,reading,0.6527865981028818,reading,0.6527865981028818,False,0.0
f for ẏ,reading,0.0,reading,0.0,reading,0.0,False,0.0
f inserted,reading,0.0,reading,0.0,reading,0.0,False,0.0
g for a,reading,0.0,reading,0.0,reading,0.0,False,0.0
g for d,reading,0.0,reading,0.0,reading,0.0,False,0.0
g for o,reading,0.0,reading,0.0,reading,0.0,False,0.0
g for p,reading,0.0,reading,0.0,reading,0.0,False,0.0
g for γ,reading,0.0,reading,0.0,reading,0.0,False,0.0
h for a,reading,0.0,reading,0.0,reading,0.0,False,0.0
h for ai,reading,0.0,reading,0.0,reading,0.0,False,0.0
h for au,reading,0.0,reading,0.0,reading,0.0,False,0.0
h for g,reading,0.0,reading,0.0,reading,0.0,False,0.0
h for i,reading,0.0,reading,0.0,reading,0.0,False,0.0
h for m,reading,0.0,reading,0.0,reading,0.0,False,0.0
h for v,reading,0.0,reading,0.0,reading,0.0,False,0.0
h for δ,reading,0.0,reading,0.0,reading,0.0,False,0.0
i for a,reading,0.1072716594824758,reading,0.1072716594824758,reading,0.1072716594824758,False,0.0
i for ai,reading,0.5221677259111317,reading,0.5221677259111317,reading,0.5221677259111317,False,0.0
i for c,reading,0.0,reading,0.0,reading,0.0,False,0.0
i for h,reading,0.0,reading,0.0,reading,0.0,False,0.0
i for m,variant,0.947766263707773,variant,0.947766263707773,variant,0.947766263707773,False,0.0
i for o,variant,0.9587651324906024,variant,0.9587651324906024,variant,0.9587651324906024,False,0.0
i for r,variant,0.947766263707773,variant,0.947766263707773,variant,0.947766263707773,False,0.0
i for y,reading,0.0,reading,0.0,reading,0.0,False,0.0
i for ā,reading,0.0,reading,0.0,reading,0.0,False,0.0
i for ą,reading,0.0,reading,0.0,reading,0.0,False,0.0
i for ą̇,reading,0.0,reading,0.0,reading,0.0,False,0.0
i for ń,reading,0.0,reading,0.0,reading,0.0,False,0.0
i for ŋ,reading,0.0,reading,0.0,reading,0.0,False,0.0
i for ō,reading,0.0,reading,0.0,reading,0.0,False,0.0
i for ū,reading,0.0,reading,0.0,reading,0.0,False,0.0
i for ̊,reading,0.0,reading,0.0,reading,0.0,False,0.0
i for ϑ,reading,0.0,reading,0.0,reading,0.0,False,0.0
i for ạ,reading,0.0,reading,0.0,reading,0.0,False,0.0
i for ị,reading,0.0,reading,0.0,reading,0.0,False,0.0
ii for e,reading,0.0,reading,0.0,reading,0.0,False,0.0
ii for n,reading,0.0,reading,0.0,reading,0.0,False,0.0
ii for uu,reading,0.0,reading,0.0,reading,0.0,False,0.0
ii for y,reading,0.0,reading,0.0,reading,0.0,False,0.0
ii for ōi,reading,0.0,reading,0.0,reading,0.0,False,0.0
ii for š,reading,0.0,reading,0.0,reading,0.0,False,0.0
j for a,reading,0.0,reading,0.0,reading,0.0,False,0.0
j for c,reading,0.3889258528433991,reading,0.3889258528433991,reading,0.3889258528433991,False,0.0
j inserted,reading,0.0,reading,0.0,reading,0.0,False,0.0
k deleted,reading,0.0,reading,0.0,reading,0.0,False,0.0
k for b,reading,0.0,reading,0.0,reading,0.0,False,0.0
k for β,reading,0.0,reading,0.0,reading,0.0,False,0.0
m for a,reading,0.0,reading,0.0,reading,0.0,False,0.0
m for ai,reading,0.0,reading,0.0,reading,0.0,False,0.0
m for e,reading,0.0,reading,0.0,reading,0.0,False,0.0
m for i,reading,0.0,reading,0.0,reading,0.0,False,0.0
m for n,reading,0.0,reading,0.0,reading,0.0,False,0.0
m for s,reading,0.0,reading,0.0,reading,0.0,False,0.0
m for ī,reading,0.0,reading,0.0,reading,0.0,False,0.0
m for ɱ,reading,0.0,reading,0.0,reading,0.0,False,0.0
m for ϑ,reading,0.0,reading,0.0,reading,0.0,False,0.0
n for c,variant,0.947766263707773,variant,0.947766263707773,variant,0.947766263707773,False,0.0
n for d,reading,0.0,reading,0.0,reading,0.0,False,0.0
n for m,reading,0.0,reading,0.0,reading,0.0,False,0.0
n for o,reading,0.0,reading,0.0,reading,0.0,False,0.0
n for r,variant,0.7744759411404606,variant,0.7744759411404606,variant,0.7744759411404606,False,0.0
n for t,variant,0.7705156393620193,variant,0.7705156393620193,variant,0.7705156393620193,False,0.0
n for v,reading,0.0,reading,0.0,reading,0.0,False,0.0
n for āi,reading,0.0,reading,0.0,reading,0.0,False,0.0
n for ē,reading,0.0,reading,0.0,reading,0.0,False,0.0
n for ī,reading,0.0,reading,0.0,reading,0.0,False,0.0
n for š,reading,0.0,reading,0.0,reading,0.0,False,0.0
o for a,reading,0.0,reading,0.0,reading,0.0,False,0.0
o for ū,reading,0.0,reading,0.0,reading,0.0,False,0.0
ou for ōi,reading,0.0,reading,0.0,reading,0.0,False,0.0
p for f,reading,0.6390674579929475,reading,0.6390674579929475,reading,0.6390674579929475,False,0.0
p for n,reading,0.0,reading,0.0,reading,0.0,False,0.0
p for v,reading,0.0,reading,0.0,reading,0.0,False,0.0
p for š,reading,0.0,reading,0.0,reading,0.0,False,0.0
p for β,variant,0.947766263707773,variant,0.947766263707773,variant,0.947766263707773,False,0.0
p for ϑ,reading,0.0,reading,0.0,reading,0.0,False,0.0
r for c,reading,0.0,reading,0.0,reading,0.0,False,0.0
r for h,variant,0.7744759411404606,variant,0.7744759411404606,variant,0.7744759411404606,False,0.0
r for n,reading,0.0,reading,0.0,reading,0.0,False,0.0
r for o,reading,0.0,reading,0.0,reading,0.0,False,0.0
r for v,reading,0.0,reading,0.0,reading,0.0,False,0.0
r for z,variant,0.947766263707773,variant,0.947766263707773,variant,0.947766263707773,False,0.0
r for āi,reading,0.0,reading,0.0,reading,0.0,False,0.0
r for ń,reading,0.0,reading,0.0,reading,0.0,False,0.0
r for š,reading,0.0,reading,0.0,reading,0.0,False,0.0
r for š́,reading,0.0,reading,0.0,reading,0.0,False,0.0
r for ž,reading,0.0,reading,0.0,reading,0.0,False,0.0
s for h,reading,0.0,reading,0.0,reading,0.0,False,0.0
s for i,reading,0.0,reading,0.0,reading,0.0,False,0.0
s for ii,reading,0.0,reading,0.0,reading,0.0,False,0.0
s for m,variant,0.947766263707773,variant,0.947766263707773,variant,0.947766263707773,False,0.0
s for n,reading,0.0,reading,0.0,reading,0.0,False,0.0
s for p,reading,0.0,reading,0.0,reading,0.0,False,0.0
s for u,reading,0.0,reading,0.0,reading,0.0,False,0.0
s for ŋ,reading,0.0,reading,0.0,reading,0.0,False,0.0
s for ž,reading,0.0,reading,0.0,reading,0.0,False,0.0
s for ϑ,reading,0.6448338945250478,reading,0.6448338945250478,reading,0.6448338945250478,False,0.0
t for a,reading,0.0,reading,0.0,reading,0.0,False,0.0
t for d,reading,0.0,reading,0.0,reading,0.0,False,0.0
t for i,reading,0.0,reading,0.0,reading,0.0,False,0.0
t for j,reading,0.0,reading,0.0,reading,0.0,False,0.0
t for p,reading,0.0,reading,0.0,reading,0.0,False,0.0
t for r,reading,0.0,reading,0.0,reading,0.0,False,0.0
t for t̰,reading,0.0,reading,0.0,reading,0.0,False,0.0
t for u,reading,0.0,reading,0.0,reading,0.0,False,0.0
t for v,variant,0.947766263707773,variant,0.947766263707773,variant,0.947766263707773,False,0.0
t for ə,reading,0.0,reading,0.0,reading,0.0,False,0.0
t for δ,variant,0.7903054721538801,variant,0.7903054721538801,variant,0.7903054721538801,False,0.0
t for ϑ,reading,0.2895994428452599,reading,0.2895994428452599,reading,0.2895994428452599,False,0.0
t for ṇ,reading,0.0,reading,0.0,reading,0.0,False,0.0
t̰ deleted,reading,0.5021155174779021,reading,0.5021155174779021,reading,0.5021155174779021,False,0.0
t̰ for d,reading,0.0,reading,0.0,reading,0.0,False,0.0
t̰ for e,reading,0.0,reading,0.0,reading,0.0,False,0.0
t̰ for š,reading,0.0,reading,0.0,reading,0.0,False,0.0
t̰ for δ,variant,0.7744759411404606,variant,0.7744759411404606,variant,0.7744759411404606,False,0.0
t̰ inserted,variant,0.7813451522439587,variant,0.7813451522439587,variant,0.7813451522439587,False,0.0
u for a,reading,0.5665488706256817,reading,0.5665488706256817,reading,0.5665488706256817,False,0.0
u for e,reading,0.0,reading,0.0,reading,0.0,False,0.0
u for ii,reading,0.0,reading,0.0,reading,0.0,False,0.0
u for o,variant,0.8011234729680438,variant,0.8011234729680438,variant,0.8011234729680438,False,0.0
u for p,variant,0.9669335030887188,variant,0.9669335030887188,variant,0.9669335030887188,False,0.0
u for v,variant,0.7562146819045672,variant,0.7562146819045672,variant,0.7562146819045672,False,0.0
u for ā,reading,0.6700199056748397,reading,0.6700199056748397,reading,0.6700199056748397,False,0.0
u for āi,reading,0.0,reading,0.0,reading,0.0,False,0.0
u for āu,variant,0.947766263707773,variant,0.947766263707773,variant,0.947766263707773,False,0.0
u for ā̊,reading,0.0,reading,0.0,reading,0.0,False,0.0
u for ą,reading,0.6090788175662801,reading,0.6090788175662801,reading,0.6090788175662801,False,0.0
u for β,reading,0.0,reading,0.0,reading,0.0,False,0.0
uu for a,reading,0.0,reading,0.0,reading,0.0,False,0.0
uu for y,reading,0.0,reading,0.0,reading,0.0,False,0.0
v for b,reading,0.0,reading,0.0,reading,0.0,False,0.0
v for i,reading,0.0,reading,0.0,reading,0.0,False,0.0
v for j,reading,0.0,reading,0.0,reading,0.0,False,0.0
v for m,reading,0.0,reading,0.0,reading,0.0,False,0.0
v for t,reading,0.0,reading,0.0,reading,0.0,False,0.0
v for β,reading,0.0,reading,0.0,reading,0.0,False,0.0
v inserted,reading,0.0,reading,0.0,reading,0.0,False,0.0
x deleted,reading,0.0,reading,0.0,reading,0.0,False,0.0
x for h,variant,0.947766263707773,variant,0.947766263707773,variant,0.947766263707773,False,0.0
x for r,reading,0.0,reading,0.0,reading,0.0,False,0.0
x for t,reading,0.0,reading,0.0,reading,0.0,False,0.0
x for x́,reading,0.0,reading,0.0,reading,0.0,False,0.0
x for xᵛ,variant,0.7912975516959069,variant,0.7912975516959069,variant,0.7912975516959069,False,0.0
x for ϑ,reading,0.0,reading,0.0,reading,0.0,False,0.0
x́ deleted,reading,0.0,reading,0.0,reading,0.0,False,0.0
x́ for xᵛ,variant,0.9587651324906024,variant,0.9587651324906024,variant,0.9587651324906024,False,0.0
x́ inserted,reading,0.0,reading,0.0,reading,0.0,False,0.0
xᵛ for a,reading,0.0,reading,0.0,reading,0.0,False,0.0
xᵛ for x,variant,0.9669335030887188,variant,0.9669335030887188,variant,0.9669335030887188,False,0.0
xᵛ for x́,variant,1.0,variant,1.0,variant,1.0,False,0.0
xᵛ inserted,reading,0.0,reading,0.0,reading,0.0,False,0.0
y deleted,reading,0.0,reading,0.0,reading,0.0,False,0.0
y for g,reading,0.0,reading,0.0,reading,0.0,False,0.0
y for h,reading,0.0,reading,0.0,reading,0.0,False,0.0
y for ϑ,reading,0.0,reading,0.0,reading,0.0,False,0.0
z deleted,reading,0.0,reading,0.0,reading,0.0,False,0.0
z for c,reading,0.0,reading,0.0,reading,0.0,False,0.0
z for h,reading,0.0,reading,0.0,reading,0.0,False,0.0
z for m,reading,0.0,reading,0.0,reading,0.0,False,0.0
z for r,reading,0.0,reading,0.0,reading,0.0,False,0.0
z for δ,reading,0.0,reading,0.0,reading,0.0,False,0.0
z for ϑ,reading,0.0,reading,0.0,reading,0.0,False,0.0
ā for t,reading,0.0,reading,0.0,reading,0.0,False,0.0
ā for āi,reading,0.0881248705417803,reading,0.0881248705417803,reading,0.0881248705417803,False,0.0
ā for āu,reading,0.3867223517756993,reading,0.3867223517756993,reading,0.3867223517756993,False,0.0
ā for ą,reading,0.0,reading,0.0,reading,0.0,False,0.0
ā for ą̇,reading,0.0,reading,0.0,reading,0.0,False,0.0
āi deleted,reading,0.0,reading,0.0,reading,0.0,False,0.0
āi for a,variant,0.934027841500776,variant,0.934027841500776,variant,0.934027841500776,False,0.0
āi for aē,reading,0.0,reading,0.0,reading,0.0,False,0.0
āi for aō,reading,0.0,reading,0.0,reading,0.0,False,0.0
āi for h,reading,0.0,reading,0.0,reading,0.0,False,0.0
āi for m,variant,0.8130543613597753,variant,0.8130543613597753,variant,0.8130543613597753,False,0.0
āi for t,variant,0.947766263707773,variant,0.947766263707773,variant,0.947766263707773,False,0.0
āi for u,reading,0.0,reading,0.0,reading,0.0,False,0.0
āi for ā,reading,0.3478601108228221,reading,0.3478601108228221,reading,0.3478601108228221,False,0.0
āi for ā̊,reading,0.0,reading,0.0,reading,0.0,False,0.0
āi inserted,reading,0.6314561827861177,reading,0.6314561827861177,reading,0.6314561827861177,False,0.0
āu deleted,variant,0.941024295263871,variant,0.941024295263871,variant,0.941024295263871,False,0.0
āu for a,reading,0.5085673681315199,reading,0.5085673681315199,reading,0.5085673681315199,False,0.0
āu for ā,reading,0.0,reading,0.0,reading,0.0,False,0.0
āu for ā̊,reading,0.6314561827861177,reading,0.6314561827861177,reading,0.6314561827861177,False,0.0
āu for ū,reading,0.0,reading,0.0,reading,0.0,False,0.0
āu for ə,reading,0.0,reading,0.0,reading,0.0,False,0.0
āu inserted,reading,0.0,reading,0.0,reading,0.0,False,0.0
ā̊ deleted,reading,0.6314561827861177,reading,0.6314561827861177,reading,0.6314561827861177,False,0.0
ā̊ for aō,reading,0.0,reading,0.0,reading,0.0,False,0.0
ā̊ for u,reading,0.0,reading,0.0,reading,0.0,False,0.0
ā̊ for v,reading,0.0,reading,0.0,reading,0.0,False,0.0
ā̊ for å,reading,0.0,reading,0.0,reading,0.0,False,0.0
ā̊ for āi,variant,0.934027841500776,variant,0.934027841500776,variant,0.934027841500776,False,0.0
ā̊ for ō,reading,0.0,reading,0.0,reading,0.0,False,0.0
ā̊ for ạ,reading,0.0,reading,0.0,reading,0.0,False,0.0
ā̊ inserted,reading,0.0,reading,0.0,reading,0.0,False,0.0
ą for i,reading,0.0,reading,0.0,reading,0.0,False,0.0
ą for m,variant,0.934027841500776,variant,0.934027841500776,variant,0.934027841500776,False,0.0
ą for u,reading,0.0,reading,0.0,reading,0.0,False,0.0
ą for āi,reading,0.0,reading,0.0,reading,0.0,False,0.0
ą for ī,reading,0.0,reading,0.0,reading,0.0,False,0.0
ą for ō,reading,0.0,reading,0.0,reading,0.0,False,0.0
ą for ū,reading,0.0,reading,0.0,reading,0.0,False,0.0
ą̇ inserted,variant,0.934027841500776,variant,0.934027841500776,variant,0.934027841500776,False,0.0
ē for a,variant,0.7744759411404606,variant,0.7744759411404606,variant,0.7744759411404606,False,0.0
ē for ō,reading,0.0,reading,0.0,reading,0.0,False,0.0
ī for ai,reading,0.0,reading,0.0,reading,0.0,False,0.0
ī for au,reading,0.0,reading,0.0,reading,0.0,False,0.0
ī for x,reading,0.0,reading,0.0,reading,0.0,False,0.0
ī for ō,reading,0.0,reading,0.0,reading,0.0,False,0.0
ń for ai,reading,0.0,reading,0.0,reading,0.0,False,0.0
ń for o,variant,0.7562146819045672,variant,0.7562146819045672,variant,0.7562146819045672,False,0.0
ń for δ,reading,0.0,reading,0.0,reading,0.0,False,0.0
ń for ṇ,reading,0.0,reading,0.0,reading,0.0,False,0.0
ŋ for a,variant,0.7744759411404606,variant,0.7744759411404606,variant,0.7744759411404606,False,0.0
ŋ for g,reading,0.0,reading,0.0,reading,0.0,False,0.0
ŋ for n,reading,0.0,reading,0.0,reading,0.0,False,0.0
ŋ for ŋᵛ,reading,0.5366403316335171,reading,0.5366403316335171,reading,0.5366403316335171,False,0.0
ŋᵛ for ŋ,reading,0.0316479106963171,reading,0.0316479106963171,reading,0.0316479106963171,False,0.0
ŋᵛ for ŋ́,variant,0.947766263707773,variant,0.947766263707773,variant,0.947766263707773,False,0.0
ŋᵛ inserted,reading,0.0,reading,0.0,reading,0.0,False,0.0
ō for a,reading,0.5159899286209382,reading,0.5159899286209382,reading,0.5159899286209382,False,0.0
ō for i,reading,0.0,reading,0.0,reading,0.0,False,0.0
ō for j,reading,0.0,reading,0.0,reading,0.0,False,0.0
ō for v,reading,0.0,reading,0.0,reading,0.0,False,0.0
ō for ā,variant,0.9669335030887188,variant,0.9669335030887188,variant,0.9669335030887188,False,0.0
ō for ā̊,variant,0.7903054721538801,variant,0.7903054721538801,variant,0.7903054721538801,False,0.0
ō for ą,reading,0.0,reading,0.0,reading,0.0,False,0.0
ō for ē,reading,0.0,reading,0.0,reading,0.0,False,0.0
ō for ōi,reading,0.6314561827861178,reading,0.6314561827861178,reading,0.6314561827861178,False,0.0
ō for ū,reading,0.0,reading,0.0,reading,0.0,False,0.0
ō for ə,reading,0.0,reading,0.0,reading,0.0,False,0.0
ō for δ,reading,0.0,reading,0.0,reading,0.0,False,0.0
ōi deleted,reading,0.0,reading,0.0,reading,0.0,False,0.0
ōi for a,reading,0.0,reading,0.0,reading,0.0,False,0.0
ōi for n,reading,0.0,reading,0.0,reading,0.0,False,0.0
ōi for o,variant,0.9386522159315634,variant,0.9386522159315634,variant,0.9386522159315634,False,0.0
ōi for ə̄,reading,0.0,reading,0.0,reading,0.0,False,0.0
ōi inserted,variant,0.7562146819045672,variant,0.7562146819045672,variant,0.7562146819045672,False,0.0
š for e,reading,0.0,reading,0.0,reading,0.0,False,0.0
š for i,reading,0.0,reading,0.0,reading,0.0,False,0.0
š for t,reading,0.0,reading,0.0,reading,0.0,False,0.0
š for ā,reading,0.0,reading,0.0,reading,0.0,False,0.0
š for ō,reading,0.0,reading,0.0,reading,0.0,False,0.0
š for ū,reading,0.0,reading,0.0,reading,0.0,False,0.0
š́ for e,reading,0.0,reading,0.0,reading,0.0,False,0.0
ū for au,reading,0.0,reading,0.0,reading,0.0,False,0.0
ū for aō,reading,0.0,reading,0.0,reading,0.0,False,0.0
ū for o,reading,0.0,reading,0.0,reading,0.0,False,0.0
ū for ā,reading,0.0,reading,0.0,reading,0.0,False,0.0
ū for ą,reading,0.0,reading,0.0,reading,0.0,False,0.0
ū for ō,reading,0.0,reading,0.0,reading,0.0,False,0.0
ž for c,reading,0.0,reading,0.0,reading,0.0,False,0.0
ž for k,reading,0.0,reading,0.0,reading,0.0,False,0.0
ž for β,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə for a,reading,0.0718706590479322,reading,0.0718706590479322,reading,0.0718706590479322,False,0.0
ə for aē,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə for m,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə for o,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə for s,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə for t,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə for u,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə for w,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə for ā,variant,0.7744759411404606,variant,0.7744759411404606,variant,0.7744759411404606,False,0.0
ə for ā̊,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə for ą,reading,0.5366403316335171,reading,0.5366403316335171,reading,0.5366403316335171,False,0.0
ə for ą̇,variant,0.947766263707773,variant,0.947766263707773,variant,0.947766263707773,False,0.0
ə for ē,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə for ō,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə for š,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə̄ for e,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə̄ for i,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə̄ for ē,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə̄ inserted,reading,0.657078339730615,reading,0.657078339730615,reading,0.657078339730615,False,0.0
ə̄u for ī,reading,0.0,reading,0.0,reading,0.0,False,0.0
ə̄u inserted,reading,0.0,reading,0.0,reading,0.0,False,0.0
ɱ for h,reading,0.1327363945112201,reading,0.1327363945112201,reading,0.1327363945112201,False,0.0
ɱ for m,variant,0.8636837923738167,variant,0.8636837923738167,variant,0.8636837923738167,False,0.0
ɱ for r,reading,0.0,reading,0.0,reading,0.0,False,0.0
β deleted,reading,0.0,reading,0.0,reading,0.0,False,0.0
β for ii,reading,0.0,reading,0.0,reading,0.0,False,0.0
β for r,reading,0.0,reading,0.0,reading,0.0,False,0.0
β for uu,reading,0.0,reading,0.0,reading,0.0,False,0.0
β for v,reading,0.0,reading,0.0,reading,0.0,False,0.0
β for ß,reading,0.0,reading,0.0,reading,0.0,False,0.0
β inserted,reading,0.0,reading,0.0,reading,0.0,False,0.0
γ for k,reading,0.0,reading,0.0,reading,0.0,False,0.0
γ for ɤ,reading,0.0,reading,0.0,reading,0.0,False,0.0
γ inserted,reading,0.0,reading,0.0,reading,0.0,False,0.0
δ for d,reading,0.437506264528706,reading,0.437506264528706,reading,0.437506264528706,False,0.0
δ for m,reading,0.0,reading,0.0,reading,0.0,False,0.0
δ for o,reading,0.0,reading,0.0,reading,0.0,False,0.0
δ for r,reading,0.0,reading,0.0,reading,0.0,False,0.0
δ for t,reading,0.524129853105248,reading,0.524129853105248,reading,0.524129853105248,False,0.0
δ for t̰,reading,0.0,reading,0.0,reading,0.0,False,0.0
δ for š,reading,0.0,reading,0.0,reading,0.0,False,0.0
δ for γ,reading,0.0,reading,0.0,reading,0.0,False,0.0
δ for ϑ,reading,0.3954778375256926,reading,0.3954778375256926,reading,0.3954778375256926,False,0.0
ϑ for d,reading,0.0,reading,0.0,reading,0.0,False,0.0
ϑ for m,reading,0.0,reading,0.0,reading,0.0,False,0.0
ϑ for o,reading,0.0,reading,0.0,reading,0.0,False,0.0
ϑ for t,reading,0.2918320401198316,reading,0.2918320401198316,reading,0.2918320401198316,False,0.0
ϑ for z,reading,0.0,reading,0.0,reading,0.0,False,0.0
ϑ for δ,reading,0.5080321310598026,reading,0.5080321310598026,reading,0.5080321310598026,False,0.0
ṇ for i,reading,0.0,reading,0.0,reading,0.0,False,0.0
ṇ for ŋ,reading,0.0,reading,0.0,reading,0.0,False,0.0
ṇ for ̄,reading,0.0,reading,0.0,reading,0.0,False,0.0
ṣ̌ deleted,reading,0.0,reading,0.0,reading,0.0,False,0.0
ṣ̌ for r,reading,0.0,reading,0.0,reading,0.0,False,0.0
ṣ̌ inserted,variant,0.7327030426918826,variant,0.7327030426918826,variant,0.7327030426918826,False,0.0
⸳ inserted,reading,0.0,reading,0.0,reading,0.0,False,0.0
