app_id,wit_list,rdg_text,lem_text,feature,variant_likelihood,reason,inference_rule,band,orthography_guess,curator_label,curator_note
app-Y1.11-0-0,#ms0006,ńiuuaēaiiemi.,ńiuuaēδaiiemi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-1-1,#ms0005,,haṇkāraiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-1-1,#ms0005,ṇ.,haṇkāraiiemi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-2-2,#ms0015,,ahuraēibiia.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-2-2,#ms0015,a.,ahuraēibiia.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-3-5,#ms0006,,miϑraēibiia. bərəzaṇbiia. aiϑiiejaŋhaēibiia.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-3-5,#ms0006,iϑraēibiia. bərəzaiṇbiia. aiϑiiejaŋhaēiia.,miϑraēibiia. bərəzaṇbiia. aiϑiiejaŋhaēibiia.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-4-4,#ms0008,,bərəzaṇbiia.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-4-4,#ms0008,bərəzəṇbiia.,bərəzaṇbiia.,bərəzəṇbiia→bərəzaṇbiia,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-4-5,#ms0005,,bərəzaṇbiia. aiϑiiejaŋhaēibiia.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-4-5,#ms0005,birṇbii. aiϑiiecaŋhaēbiia.,bərəzaṇbiia. aiϑiiejaŋhaēibiia.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-6-8,#ms0015,,aṣ̌auuanaēibiia. stārąmca. spəṇtō.maińiiauuanąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-6-8,#ms0015,aṣ̌auuanaēibiio. stārąmca maińiiauuanąm.,aṣ̌auuanaēibiia. stārąmca. spəṇtō.maińiiauuanąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-8-8,#ms0006,spəṇō.maińiiauuanąm.,spəṇtō.maińiiauuanąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-8-8,#ms0006 #ms0008,,spəṇtō.maińiiauuanąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-8-8,#ms0008,maińiiauuanąm.,spəṇtō.maińiiauuanąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-10-10,#ms0005 #ms0006,,tištriieheca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-10-10,#ms0005 #ms0006,tištriiheca.,tištriieheca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-13-13,#ms0005 #ms0006 #ms0008 #ms0015,,xᵛarənaŋᵛhatō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-13-13,#ms0005 #ms0006 #ms0008 #ms0015,xᵛarənaŋhatō.,xᵛarənaŋᵛhatō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-16-16,#ms0005,,huuarəca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-19-19,#ms0006,,dōiϑrahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-19-19,#ms0006,dōirahe.,dōiϑrahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-23-23,#ms0006,,dax́iiunąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-23-23,#ms0006,ax́iiunąm.,dax́iiunąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-24-24,#ms0005 #ms0008 #ms0015,,daiŋ́hu.patōiš.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.11-24-24,#ms0005 #ms0015,daŋ́hupatōiš.,daiŋ́hu.patōiš.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.12-1-1,#ms0008,,haṇkāraiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-2-2,#ms0005 #ms0006,,tauua.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-2-2,#ms0005 #ms0006,tauu,tauua.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-8-8,#ms0005,,vīspaēibiiō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-8-8,#ms0005,paēibiiō.,vīspaēibiiō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-11-11,#ms0005,,haṇkāraiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-11-11,#ms0005,raiiemi.,haṇkāraiiemi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-12-13,#ms0015,,aiβiiō. vaŋᵛhībiiō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-12-13,#ms0015,iiō. vaŋhībiiō.,aiβiiō. vaŋᵛhībiiō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-13-13,#ms0008,,vaŋᵛhībiiō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-13-13,#ms0008,vaŋhībiiō.,vaŋᵛhībiiō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-13-14,#ms0005,vaŋhaēibiiō. vīspaną,vaŋᵛhībiiō. vīspanąmca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-13-14,#ms0005 #ms0006,,vaŋᵛhībiiō. vīspanąmca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-13-14,#ms0006,vaŋhībiiō. vspanąmca.,vaŋᵛhībiiō. vīspanąmca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-17-17,#ms0005,,vīspanąmca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-17-17,#ms0005,vīspanąmc,vīspanąmca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-18-19,#ms0015,,uruuaranąm. mazdaδātanąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-18-19,#ms0015,uruuaranąm mazdaδātanam.,uruuaranąm. mazdaδātanąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.13-19-19,#ms0005,,mazdaδātanąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.14-5-5,#ms0006,varəziiaŋhahe.,vərəziiaŋᵛhahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.14-5-5,#ms0006 #ms0008 #ms0015,,vərəziiaŋᵛhahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.14-5-5,#ms0008,varəzaiiaŋhahe.,vərəziiaŋᵛhahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.14-5-5,#ms0015,vərəziiaŋhahe.,vərəziiaŋᵛhahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.14-8-8,#ms0006,,dātahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.14-14-14,#ms0006,,māzdaiiasnōiš.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.14-14-14,#ms0006,māzdaiiasnō,māzdaiiasnōiš.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-2-2,#ms0005,ōiš.,garōiš.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-2-2,#ms0005 #ms0006,,garōiš.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-2-2,#ms0006,rōiš.,garōiš.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-3-3,#ms0008 #ms0015,,uši.darənahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-3-3,#ms0008 #ms0015,darənahe.,uši.darənahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-4-5,#ms0006,,mazdaδātahe. aṣ̌a.xᵛāϑrahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-4-5,#ms0006,mazdaδātah ṣ̌a.xᵛāϑrahe.,mazdaδātahe. aṣ̌a.xᵛāϑrahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-5-5,#ms0005 #ms0008 #ms0015,,aṣ̌a.xᵛāϑrahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-5-5,#ms0005 #ms0008 #ms0015,xᵛāϑrahe.,aṣ̌a.xᵛāϑrahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-7-8,#ms0005,,gairinąm. aṣ̌a.xᵛāϑranąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-7-8,#ms0005,gairiinąm. xᵛāϑranąm.,gairinąm. aṣ̌a.xᵛāϑranąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-8-8,#ms0006,,aṣ̌a.xᵛāϑranąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-8-8,#ms0006,gaaṣ̌a.xᵛāϑranąm.,aṣ̌a.xᵛāϑranąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-8-9,#ms0008 #ms0015,,aṣ̌a.xᵛāϑranąm. pouru.xᵛāϑranąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-8-9,#ms0008 #ms0015,xᵛāϑranąm. xᵛāϑranąm.,aṣ̌a.xᵛāϑranąm. pouru.xᵛāϑranąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-10-10,#ms0006,,mazdaδātanąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-10-10,#ms0006,δātanąm.,mazdaδātanąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-12-12,#ms0006,,xᵛarənaŋhō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-12-12,#ms0006,xᵛarənaŋᵛ,xᵛarənaŋhō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-15-15,#ms0005 #ms0008 #ms0015,,xᵛarənaŋhō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-15-15,#ms0005 #ms0008 #ms0015,xᵛarənaŋᵛhō.,xᵛarənaŋhō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-17-17,#ms0006,,ńiuuaēδaiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-17-17,#ms0006,ńiuuaēδaiie,ńiuuaēδaiiemi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-19-19,#ms0005,.,aṣ̌ōiš.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-19-19,#ms0005 #ms0008,,aṣ̌ōiš.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-19-19,#ms0008,aṣ̌aōiš.,aṣ̌ōiš.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-19-20,#ms0006,,aṣ̌ōiš. vaŋhuiiā̊.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-19-20,#ms0006,aṣ̌aōiš. vaŋhuii vaŋhuiiā̊.,aṣ̌ōiš. vaŋhuiiā̊.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-24-24,#ms0006,,vaŋhuiiā̊.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-24-24,#ms0006,vaŋhu.,vaŋhuiiā̊.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-27-27,#ms0006,,xᵛarənaŋhō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-27-27,#ms0006,xᵛarəna,xᵛarənaŋhō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-27-28,#ms0008,,xᵛarənaŋhō. sauuaŋhō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.15-27-28,#ms0008,xᵛarənaŋᵛhō. sauuaŋ́hō.,xᵛarənaŋhō. sauuaŋhō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.16-0-0,#ms0006,,ńiuuaēδaiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.16-0-0,#ms0006,ńiuuaēemi.,ńiuuaēδaiiemi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.16-2-2,#ms0008,,daɱaiiā̊.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.16-2-2,#ms0008,dahmiiā̊.,daɱaiiā̊.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.16-2-3,#ms0006,,daɱaiiā̊. vaŋhuiiā̊.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.16-2-3,#ms0006,dahmiiā̊. huiiā̊.,daɱaiiā̊. vaŋhuiiā̊.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.16-5-5,#ms0005,aheca.,daɱaheca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.16-5-5,#ms0005 #ms0006 #ms0008 #ms0015,,daɱaheca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.16-5-5,#ms0006 #ms0008 #ms0015,dahmaheca.,daɱaheca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.16-10-10,#ms0006,,dāmōiš.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.16-10-10,#ms0006,mōiš.,dāmōiš.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-0-0,#ms0006,,ńiuuaēδaiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-0-0,#ms0006,aaēδaiiemi.,ńiuuaēδaiiemi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-1-1,#ms0005,,haṇkāraiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-1-1,#ms0005,ṇ.,haṇkāraiiemi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-3-3,#ms0015,,asaŋhąmca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-3-3,#ms0015,aŋhąmca.,asaŋhąmca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-4-4,#ms0005,,šōiϑranąmca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-4-4,#ms0005,aōitanąmca.,šōiϑranąmca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-5-5,#ms0006,ōitinąmca.,gaōiiaōitinąmca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-5-5,#ms0006 #ms0008 #ms0015,,gaōiiaōitinąmca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-5-5,#ms0008 #ms0015,gaōiiaōitanąmca.,gaōiiaōitinąmca.,gaōiiaōitanąmca→gaōiiaōitinąmca,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-7-7,#ms0006 #ms0008 #ms0015,,auuō.xᵛarənanąmca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-7-7,#ms0006 #ms0008 #ms0015,xᵛarənanąmca.,auuō.xᵛarənanąmca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-10-10,#ms0006,,uruuaranąmca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-10-10,#ms0006,urnąmca.,uruuaranąmca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-11-11,#ms0005 #ms0015,,aiŋ́hā̊sca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-11-11,#ms0005 #ms0015,aŋ́hā̊sca.,aiŋ́hā̊sca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-13-13,#ms0006,auuaŋheaṣ̌nō.,auuaŋ́heca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-13-13,#ms0006 #ms0008,,auuaŋ́heca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-13-13,#ms0008,auuaiŋ́heca.,auuaŋ́heca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-13-14,#ms0015,,auuaŋ́heca. ašnō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-14-14,#ms0005,,ašnō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-14-14,#ms0005,ašōnō.,ašnō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-19-19,#ms0005 #ms0006 #ms0008 #ms0015,,hūrō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-19-19,#ms0005 #ms0008 #ms0015,hīrō.,hūrō.,hīrō→hūrō,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-19-19,#ms0006,hō.,hūrō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-24-25,#ms0006,,spəṇtahe. maińiiə̄uš.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-24-25,#ms0006,spəṇtahmaińiiə̄uš. spəṇtahmaińiiə̄uš.,spəṇtahe. maińiiə̄uš.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-25-25,#ms0008,,maińiiə̄uš.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-25-25,#ms0008,maińə̄uš.,maińiiə̄uš.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-28-28,#ms0006,,aṣ̌aōninąmca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-28-28,#ms0006,aninąmca.,aṣ̌aōninąmca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.17-30-30,#ms0005,,raϑβąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-1-3,#ms0006,,ud rāspīg ńiuuaēδaiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-1-3,#ms0006,u rāspī ńiuuaēδemi.,ud rāspīg ńiuuaēδaiiemi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-5-5,#ms0015,,raϑβō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-5-5,#ms0015,raϑβąm.,raϑβō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-6-6,#ms0006,,bərəzatō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-6-6,#ms0006,bərəzatyō.,bərəzatō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-10-11,#ms0006,,aiiaranąmca. asńiianąmca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-10-11,#ms0006,aiiaranąmca asniianąmca.,aiiaranąmca. asńiianąmca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-11-11,#ms0005 #ms0008 #ms0015,,asńiianąmca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-13-13,#ms0006,,yāiriianąmca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-13-13,#ms0006,yanąmca.,yāiriianąmca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-17-17,#ms0006,,aṣ̌ahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-17-17,#ms0006,hanaṣ̌ahe.,aṣ̌ahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-20-20,#ms0006,,raϑβō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.18-20-20,#ms0006,raϑβ,raϑβō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-2-2,#ms0006,,aṣ̌āunąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-2-2,#ms0006,aṣ̌unąm.,aṣ̌āunąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-2-3,#ms0005,,aṣ̌āunąm. frauuaṣ̌inąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-2-3,#ms0005,aṣ̌āuną frauuašanąm.,aṣ̌āunąm. frauuaṣ̌inąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-3-3,#ms0015,,frauuaṣ̌inąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-3-3,#ms0015,uuašanąm.,frauuaṣ̌inąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-5-5,#ms0005 #ms0006 #ms0008 #ms0015,,aiβiϑūranąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-5-5,#ms0005 #ms0015,aiβiϑīranąm.,aiβiϑūranąm.,aiβiϑīranąm→aiβiϑūranąm,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-5-5,#ms0006,aiβi.tranąm.,aiβiϑūranąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-5-5,#ms0008,ϑīranąm.,aiβiϑūranąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-7-7,#ms0005 #ms0008 #ms0015,,frauuaṣ̌inąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-7-7,#ms0005 #ms0015,frauuašanąm.,frauuaṣ̌inąm.,frauuašanąm→frauuaṣ̌inąm,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-7-7,#ms0008,frauuašanąm. frauuaṣ̌anąm.,frauuaṣ̌inąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-9-9,#ms0005 #ms0015,,frauuaṣ̌inąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-9-9,#ms0005 #ms0015,frauuašanąm.,frauuaṣ̌inąm.,frauuašanąm→frauuaṣ̌inąm,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-10-10,#ms0006,,hauuahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-10-10,#ms0006,uuahe.,hauuahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-11-12,#ms0005,,urunō. frauuaṣ̌ə̄e.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-11-12,#ms0005,urune. frauuašə̄e.,urunō. frauuaṣ̌ə̄e.,urune.→urunō.,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.19-12-12,#ms0008,,frauuaṣ̌ə̄e.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-3-3,#ms0008,,aṣ̌ahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-4-4,#ms0015,,ratubiiō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-4-4,#ms0015,iiō.,ratubiiō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-8-8,#ms0006,,vaŋhuδā̊biiō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-9-9,#ms0015,,yazataēibiiō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-9-9,#ms0015,azataēibiiō.,yazataēibiiō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-10-10,#ms0008,,maińiiaōibiiascā.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-10-10,#ms0008,maińiiōibiiascā.,maińiiaōibiiascā.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-11-11,#ms0005,gaiϑiiaēibiiascā.,gaēϑiiaēibiiascā.,gaiϑiiaēibiiascā→gaēϑiiaēibiiascā,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-11-11,#ms0005 #ms0015,,gaēϑiiaēibiiascā.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-11-11,#ms0015,gaēϑiiaēiibiiascā.,gaēϑiiaēibiiascā.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-13-15,#ms0006,,həṇti. yesńiiāca. vaɱiiāca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-13-15,#ms0006,haṇti. yesniiāica. vahmiiāica.,həṇti. yesńiiāca. vaɱiiāca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-14-14,#ms0005,,yesńiiāca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-14-15,#ms0008 #ms0015,,yesńiiāca. vaɱiiāca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.20-14-15,#ms0008 #ms0015,yasniiāica. vahmiiāica.,yesńiiāca. vaɱiiāca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-0-0,#ms0006 #ms0008 #ms0015,,hāuuane.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-0-0,#ms0006 #ms0008 #ms0015,hāuuanə̄e.,hāuuane.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-0-1,#ms0005,,hāuuane. aṣ̌āum.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-0-1,#ms0005,hāuuanə̄e. aṣ̌aōm. aṣ̌āum.,hāuuane. aṣ̌āum.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-3-4,#ms0006,,ratuuō. sāuuaŋhe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-3-4,#ms0006,ratauuō. sauuaŋhe.,ratuuō. sāuuaŋhe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-3-5,#ms0008,,ratuuō. sāuuaŋhe. aṣ̌āum.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-3-5,#ms0008,ratauuō. sāuuaŋhə̄e. aṣ̌aūm. aṣ̌āum.,ratuuō. sāuuaŋhe. aṣ̌āum.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-4-4,#ms0015,,sāuuaŋhe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-4-4,#ms0015,sāuuaŋhə̄e.,sāuuaŋhe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-4-5,#ms0005,,sāuuaŋhe. aṣ̌āum.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-4-5,#ms0005,sāuuaŋhə̄e. aṣ̌aōm.,sāuuaŋhe. aṣ̌āum.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-7-7,#ms0005 #ms0006 #ms0008 #ms0015,,ratuuō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-7-7,#ms0005 #ms0008 #ms0015,ratauuō.,ratuuō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-7-7,#ms0006,rəma.,ratuuō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-9-9,#ms0005,,aṣ̌āum.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
