ocr_word,manual_word,distance,address,Unnamed: 4,manuscript_id,the change,Leitfehler
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y7.18b', 'index': 3}]",,5.0,,=
axᵛarətaheca,axᵛarətaheca,0,"[{'id': 'Y7.18b', 'index': 4}]",,5.0,,=
xᵛarənō,xᵛarənō,0,"[{'id': 'Y7.18b', 'index': 5}]",,5.0,,=
xᵛarənaŋhō,xᵛarənaŋhō,0,"[{'id': 'Y7.18b', 'index': 6}]",,5.0,,=
xᵛarənō,xᵛarənō,0,"[{'id': 'Y7.18b', 'index': 7}]",,5.0,,=
xᵛarənaŋhō,xᵛarənaŋhō,0,"[{'id': 'Y7.18b', 'index': 8}]",,5.0,,=
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y7.18b', 'index': 9}, {'id': 'Y7.18b', 'index': 10}]",,5.0,,=
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.18b', 'index': 11}, {'id': 'Y7.18c', 'index': 0}]",,5.0,,=
daδąmi,daδąmi,0,"[{'id': 'Y7.18c', 'index': 1}]",,5.0,,=
aṣ̌ōiš,aṣ̌ōiš,0,"[{'id': 'Y7.18c', 'index': 2}]",,5.0,,=
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y7.18c', 'index': 3}, {'id': 'Y7.18c', 'index': 4}]",,5.0,,=
cistōiš,cistōiš,0,"[{'id': 'Y7.18c', 'index': 5}]",,5.0,,=
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y7.18c', 'index': 6}]",,5.0,,=
ərəϑə̄,ərəϑə̄,0,"[{'id': 'Y7.18c', 'index': 7}]",,5.0,,=
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y7.18c', 'index': 8}]",,5.0,,=
rasąstātō,rasąstātō,0,"[{'id': 'Y7.18c', 'index': 9}, {'id': 'Y7.18c', 'index': 10}]",,5.0,,=
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y7.18c', 'index': 11}]",,5.0,,=
xᵛarənaŋhō,xᵛarənaŋhō,0,"[{'id': 'Y7.18c', 'index': 12}]",,5.0,,=
sauuaŋhō,sauuaŋhō,0,"[{'id': 'Y7.18c', 'index': 13}]",,5.0,,=
mazdaδātahe,mazdaδātahe,0,"[{'id': 'Y7.18c', 'index': 14}, {'id': 'Y7.18c', 'index': 15}]",,5.0,,=
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.18c', 'index': 16}, {'id': 'Y7.19a', 'index': 0}]",,5.0,,=
daδąmi,daδąmi,0,"[{'id': 'Y7.19a', 'index': 1}]",,5.0,,=
dahmaiiā̊,daɱaiiā̊,1,"[{'id': 'Y7.19a', 'index': 2}]",,5.0,hm for ɱ,?
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y7.19a', 'index': 3}, {'id': 'Y7.19a', 'index': 4}]",,5.0,,=
āfritōiš,āfritōiš,0,"[{'id': 'Y7.19a', 'index': 5}]",,5.0,,=
damhaeca,daɱaheca,3,"[{'id': 'Y7.19a', 'index': 6}]",,5.0,"mh for ɱ, h deleted",?
narš,narš,0,"[{'id': 'Y7.19a', 'index': 7}]",,5.0,,=
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y7.19a', 'index': 8}]",,5.0,,=
uγraheca,uγraheca,0,"[{'id': 'Y7.19a', 'index': 9}]",,5.0,,=
taxmahe,taxmahe,0,"[{'id': 'Y7.19a', 'index': 10}]",,5.0,,=
dāmōiš,dāmōiš,0,"[{'id': 'Y7.19a', 'index': 11}]",,5.0,,=
upamanahe,upamanahe,0,"[{'id': 'Y7.19a', 'index': 12}]",,5.0,,=
yazatahe,yazatahe,0,"[{'id': 'Y7.19a', 'index': 13}, {'id': 'Y7.19a', 'index': 14}]",,5.0,,=
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.19a', 'index': 15}, {'id': 'Y7.20a', 'index': 0}]",,5.0,,=
daδąmi,daδąmi,0,"[{'id': 'Y7.20a', 'index': 1}]",,5.0,,=
ā̊ŋhąm,ā̊ŋhąm,0,"[{'id': 'Y7.20a', 'index': 2}]",,5.0,,=
asaŋhąmca,asaŋhąmca,0,"[{'id': 'Y7.20a', 'index': 3}, {'id': 'Y7.20a', 'index': 4}]",,5.0,,=
šōiϑranąmca,šōiϑranąmca,0,"[{'id': 'Y7.20a', 'index': 5}]",,5.0,,=
gaōiiaōitainąmca,gaōiiaōitinąmca,1,"[{'id': 'Y7.20a', 'index': 6}]",,5.0,ai for i,?
maēϑananąmca,maēϑananąmca,0,"[{'id': 'Y7.20a', 'index': 7}]",,5.0,,=
auuōxᵛarənanąmca,auuōxᵛarənanąmca,0,"[{'id': 'Y7.20a', 'index': 8}]",,5.0,,=
apąmca,apąmca,0,"[{'id': 'Y7.20a', 'index': 9}]",,5.0,,=
zəmąmca,zəmąmca,0,"[{'id': 'Y7.20a', 'index': 10}]",,5.0,,=
uruuranąmca,uruuaranąmca,1,"[{'id': 'Y7.20a', 'index': 11}]",,5.0,a deleted,?
aŋ́hā̊sca,aiŋ́hā̊sca,1,"[{'id': 'Y7.20a', 'index': 12}]",,5.0,a for ai,1
zəmō,zəmō,0,"[{'id': 'Y7.20a', 'index': 13}]",,5.0,,=
auuaŋ́he,auuaŋ́he,0,"[{'id': 'Y7.20a', 'index': 14}]",,5.0,,=
ašnō,ašnō,0,"[{'id': 'Y7.20a', 'index': 15}]",,5.0,,=
vātaheca,vātaheca,0,"[{'id': 'Y7.20a', 'index': 16}]",,5.0,,=
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y7.20a', 'index': 17}]",,5.0,,=
strąm,strąm,0,"[{'id': 'Y7.20a', 'index': 18}, {'id': 'Y7.20a', 'index': 19}]",,5.0,,=
mā̊ŋhō,mā̊ŋhō,0,"[{'id': 'Y7.20a', 'index': 20}]",,5.0,,=
hīrō,hūrō,1,"[{'id': 'Y7.20a', 'index': 21}]",,5.0,ī for ū,1
anaγranąm,anaγranąm,0,"[{'id': 'Y7.20a', 'index': 22}]",,5.0,,=
raōcaŋhąm,raōcaŋhąm,0,"[{'id': 'Y7.20a', 'index': 23}, {'id': 'Y7.20a', 'index': 24}]",,5.0,,=
xᵛaδātanąm,xᵛaδātanąm,0,"[{'id': 'Y7.20a', 'index': 25}]",,5.0,,=
vīspanąmca,vīspanąmca,0,"[{'id': 'Y7.20a', 'index': 26}]",,5.0,,=
spəṇtahe,spəṇtahe,0,"[{'id': 'Y7.20a', 'index': 27}, {'id': 'Y7.20a', 'index': 28}]",,5.0,,=
maińiiə̄uš,maińiiə̄uš,0,"[{'id': 'Y7.20a', 'index': 29}]",,5.0,,=
dāmanąm,dāmanąm,0,"[{'id': 'Y7.20a', 'index': 30}]",,5.0,,=
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y7.20a', 'index': 31}]",,5.0,,=
aṣ̌aōninąmca,aṣ̌aōninąmca,0,"[{'id': 'Y7.20a', 'index': 32}, {'id': 'Y7.20a', 'index': 33}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y7.20a', 'index': 34}]",,5.0,,=
raϑβąm,raϑβąm,0,"[{'id': 'Y7.20a', 'index': 35}]",,5.0,,=
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.20a', 'index': 36}, {'id': 'Y7.21a', 'index': 0}]",,5.0,,=
daδąmi,daδąmi,0,"[{'id': 'Y7.21a', 'index': 1}, {'id': 'Y7.21a', 'index': 2}]",,5.0,,=
raϑβō,raϑβō,0,"[{'id': 'Y7.21a', 'index': 3}]",,5.0,,=
bərəzatō,bərəzatō,0,"[{'id': 'Y7.21a', 'index': 4}]",,5.0,,=
yōi,yōi,0,"[{'id': 'Y7.21a', 'index': 5}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y7.21a', 'index': 6}]",,5.0,,=
raϑβąm,raϑβąm,0,"[{'id': 'Y7.21a', 'index': 7}, {'id': 'Y7.21a', 'index': 8}]",,5.0,,=
aiiaranąmca,aiiaranąmca,0,"[{'id': 'Y7.21a', 'index': 9}]",,5.0,,=
sarδanąmca,sarəδanąmca,1,"[{'id': 'Y7.21a', 'index': 10}]",,5.0,ə deleted,?
yōi,yōi,0,"[{'id': 'Y7.21a', 'index': 11}]",,5.0,,=
həṇti,həṇti,0,"[{'id': 'Y7.21a', 'index': 12}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y7.21a', 'index': 13}]",,5.0,,=
ratauuō,ratauuō,0,"[{'id': 'Y7.21a', 'index': 14}]",,5.0,,=
hāuuanōiš,hāuuanōiš,0,"[{'id': 'Y7.21a', 'index': 15}, {'id': 'Y7.21RatuGen', 'index': 0}]",,5.0,,=
raϑβō,raϑβō,0,"[{'id': 'Y7.21RatuGen', 'index': 1}, {'id': 'Y7.21RatuGen', 'index': 2}]",,5.0,,=
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.21RatuGen', 'index': 3}, {'id': 'Y7.22a', 'index': 0}]",,5.0,,=
daδąmi,daδąmi,0,"[{'id': 'Y7.22a', 'index': 1}]",,5.0,,=
xᵛarəϑəm,xᵛarəϑəm,0,"[{'id': 'Y7.22a', 'index': 2}]",,5.0,,=
miiazdəm,miiazdəm,0,"[{'id': 'Y7.22a', 'index': 3}]",,5.0,,=
hauruuata,hauruuata,0,"[{'id': 'Y7.22a', 'index': 4}, {'id': 'Y7.22a', 'index': 5}]",,5.0,,=
amərətāta,amərətāta,0,"[{'id': 'Y7.22a', 'index': 6}]",,5.0,,=
gāuš,gāuš,0,"[{'id': 'Y7.22a', 'index': 7}]",,5.0,,=
hudā̊,hudā̊,0,"[{'id': 'Y7.22a', 'index': 8}]",,5.0,,=
xšnīmaini,xšnūmaine,2,"[{'id': 'Y7.22a', 'index': 9}]",,5.0,"ī for ū, i for e",1
sraōšahhe,sraōšahe,1,"[{'id': 'Y7.22a', 'index': 10}]",,5.0,h inserted,?
aṣ̌iiehe,aṣ̌iiehe,0,"[{'id': 'Y7.22a', 'index': 11}]",,5.0,,=
taxmahe,taxmahe,0,"[{'id': 'Y7.22a', 'index': 12}]",,5.0,,=
āhīiriiehe,āhūiriiehe,1,"[{'id': 'Y7.22a', 'index': 14}]",,5.0,ī for ū,1
aōxtōnāmanō,aōxtōnāmanō,0,"[{'id': 'Y7.22a', 'index': 15}]",,5.0,,=
yazatahe,yazatahe,0,"[{'id': 'Y7.22a', 'index': 16}]",,5.0,,=
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.22a', 'index': 17}, {'id': 'Y7.23a', 'index': 0}]",,5.0,,=
daδąmi,daδąmi,0,"[{'id': 'Y7.23a', 'index': 1}]",,5.0,,=
haōməmca,haōməmca,0,"[{'id': 'Y7.23a', 'index': 2}]",,5.0,,=
parahaōməmca,parahaōməmca,0,"[{'id': 'Y7.23a', 'index': 3}]",,5.0,,=
xšnīmaini,xšnūmaine,2,"[{'id': 'Y7.23a', 'index': 4}]",,5.0,"ī for ū, i for e",1
zaraϑuštrahe,zaraϑuštrahe,0,"[{'id': 'Y7.23a', 'index': 5}]",,5.0,,=
spəṇtāmahe,spitāmahe,2,"[{'id': 'Y7.23a', 'index': 6}]",,5.0,əṇ for i,1
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y7.23a', 'index': 7}, {'id': 'Y7.23a', 'index': 8}]",,5.0,,=
frauuaṣ̌ə̄e,frauuaṣ̌ə̄e,0,"[{'id': 'Y7.23a', 'index': 9}]",,5.0,,=
aōxtōnāmanō,aōxtōnāmanō,0,"[{'id': 'Y7.23a', 'index': 10}]",,5.0,,=
yaztahe,yazatahe,1,"[{'id': 'Y7.23a', 'index': 11}]",,5.0,a deleted,?
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.23a', 'index': 12}, {'id': 'Y7.23b', 'index': 0}]",,5.0,,=
daδąmi,daδąmi,0,"[{'id': 'Y7.23b', 'index': 1}]",,5.0,,=
aēsmi,aēsmi,0,"[{'id': 'Y7.23b', 'index': 2}]",,5.0,,=
baōiδe,baōiδi,1,"[{'id': 'Y7.23b', 'index': 3}]",,5.0,e for i,1
xšnīmaini,xšnūmaine,2,"[{'id': 'Y7.23b', 'index': 4}]",,5.0,"ī for ū, i for e",1
tauua,tauua,0,"[{'id': 'Y7.23b', 'index': 5}, {'id': 'Y7.23b', 'index': 6}]",,5.0,,=
ātrō,ātarō,1,"[{'id': 'Y7.23b', 'index': 7}]",,5.0,a deleted,?
ahurahe,ahurahe,0,"[{'id': 'Y7.23b', 'index': 8}]",,5.0,,=
mazdā̊,mazdā̊,0,"[{'id': 'Y7.23b', 'index': 9}]",,5.0,,=
puϑra,puϑra,0,"[{'id': 'Y7.23b', 'index': 10}]",,5.0,,=
aōxtōnāmanō,aōxtōnāmanō,0,"[{'id': 'Y7.23b', 'index': 11}, {'id': 'Y7.23b', 'index': 12}]",,5.0,,=
yazatahe,yazatahe,0,"[{'id': 'Y7.23b', 'index': 13}]",,5.0,,=
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.23b', 'index': 14}, {'id': 'Y7.24a', 'index': 0}]",,5.0,,=
daδąmi,daδąmi,0,"[{'id': 'Y7.24a', 'index': 1}]",,5.0,,=
xᵛarəϑəm,xᵛarəϑəm,0,"[{'id': 'Y7.24a', 'index': 2}, {'id': 'Y7.24a', 'index': 3}]",,5.0,,=
miiazdəm,miiazdəm,0,"[{'id': 'Y7.24a', 'index': 4}]",,5.0,,=
hauruuata,hauruuata,0,"[{'id': 'Y7.24a', 'index': 5}]",,5.0,,=
puϑra,puϑra,0,"[{'id': 'Y7.24a', 'index': 6}]",,5.0,,=
aōxtōnāmanō,aōxtōnāmanō,0,"[{'id': 'Y7.24a', 'index': 7}, {'id': 'Y7.24a', 'index': 8}]",,5.0,,=
yazatahe,yazatahe,0,"[{'id': 'Y7.24a', 'index': 9}]",,5.0,,=
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.24a', 'index': 10}, {'id': 'Y7.25a', 'index': 0}]",,5.0,,=
daδąmi,daδąmi,0,"[{'id': 'Y7.25a', 'index': 1}, {'id': 'Y7.25a', 'index': 2}]",,5.0,,=
aṣ̌aōnąm,aṣ̌aōnąm,0,"[{'id': 'Y7.25a', 'index': 3}]",,5.0,,=
frauuaṣ̌inąm,frauuaṣ̌inąm,0,"[{'id': 'Y7.25a', 'index': 4}]",,5.0,,=
uγranąm,uγranąm,0,"[{'id': 'Y7.25a', 'index': 5}]",,5.0,,=
nabānazdištanąm,nabānazdištanąm,0,"[{'id': 'Y7.25a', 'index': 6}]",,5.0,,=
frauuaṣ̌anąm,frauuaṣ̌inąm,1,"[{'id': 'Y7.25a', 'index': 7}]",,5.0,a for i,1
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.25a', 'index': 8}, {'id': 'Y7.26a', 'index': 0}]",,5.0,,=
daδmi,daδąmi,1,"[{'id': 'Y7.26a', 'index': 1}]",,5.0,ą deleted,?
vīspaēibiiō,vīspaēibiiō,0,"[{'id': 'Y7.26a', 'index': 2}]",,5.0,,=
aṣ̌ahe,aṣ̌ahe,0,"[{'id': 'Y7.26a', 'index': 3}]",,5.0,,=
ratubiiō,ratubiiō,0,"[{'id': 'Y7.26a', 'index': 4}]",,5.0,,=
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y7.26a', 'index': 5}, {'id': 'Y7.26b', 'index': 0}]",,5.0,,=
daδmi,daδąmi,1,"[{'id': 'Y7.26b', 'index': 1}, {'id': 'Y7.26b', 'index': 2}]",,5.0,ą deleted,?
vīspaēibiiō,vīspaēibiiō,0,"[{'id': 'Y7.26b', 'index': 3}]",,5.0,,=
vaŋhuδābiiō,vaŋhuδā̊biiō,1,"[{'id': 'Y7.26b', 'index': 4}]",,5.0,ā for ā̊,1
yazataēibiiō,yazataēibiiō,0,"[{'id': 'Y7.26b', 'index': 5}]",,5.0,,=
haca,haca,0,"[{'id': 'Y7.26b', 'index': 9}]",,5.0,,=
yat̰,yat̰,0,"[{'id': 'Y7.26b', 'index': 10}]",,5.0,,=
vahištāt̰,vahištāt̰,0,"[{'id': 'Y7.26b', 'index': 11}]",,5.0,,=
aṣ̌aiianō,aṣ̌aiianō,0,"[{'id': 'Y7.26b', 'index': 12}, {'id': 'Y7.27a', 'index': 0}, {'id': 'Y7.27a', 'index': 1}]",,5.0,,=
paitījamiiāt̰,paitījamiiāt̰,0,"[{'id': 'Y7.27a', 'index': 2}, {'id': 'Y7.27a', 'index': 3}]",,5.0,,=
yehiiā,yehiiā,0,"[{'id': 'Y7.27a', 'index': 4}]",,5.0,,=
sauuā,sauuā,0,"[{'id': 'Y7.27a', 'index': 5}]",,5.0,,=
išā̊ṇtī,išā̊ṇtī,0,"[{'id': 'Y7.27a', 'index': 6}, {'id': 'Y7.27a', 'index': 7}]",,5.0,,=
rādaŋhō,rādaŋhō,0,"[{'id': 'Y7.27a', 'index': 8}]",,5.0,,=
ϑβōi,ϑβōi,0,"[{'id': 'Y7.27a', 'index': 9}, {'id': 'Y7.27b', 'index': 0}]",,5.0,,=
staōtarascā,staōtarascā,0,"[{'id': 'Y7.27b', 'index': 1}]",,5.0,,=
mąϑrannascā,mąϑranascā,1,"[{'id': 'Y7.27b', 'index': 2}, {'id': 'Y7.27b', 'index': 3}]",,5.0,n inserted,?
aōgəmadaēcā,aōgəmadaēcā,0,"[{'id': 'Y7.27b', 'index': 5}, {'id': 'Y7.27c', 'index': 0}]",,5.0,,=
usmahicā,usmahicā,0,"[{'id': 'Y7.27c', 'index': 1}, {'id': 'Y7.27c', 'index': 2}]",,5.0,,=
vīsāmadaēcā,vīsāmadaēcā,0,"[{'id': 'Y7.27c', 'index': 3}]",,5.0,,=
hiit̰,hiiat̰,1,"[{'id': 'Y7.27c', 'index': 4}, {'id': 'Y7.27d', 'index': 0}]",,5.0,a deleted,?
maēβdəm,vaēdəm,2,"[{'id': 'Y7.27d', 'index': 1}]",,5.0,"m for v, β inserted",?
mauuaēϑəm,mauuaēϑəm,0,"[{'id': 'Y7.27d', 'index': 2}, {'id': 'Y7.27d', 'index': 3}]",,5.0,,=
fradadāϑā,fradadāϑā,0,"[{'id': 'Y7.27d', 'index': 4}]",,5.0,,=
daēnābiiō,daēnābiiō,0,"[{'id': 'Y7.27d', 'index': 5}]",,5.0,,=
mazdā,mazdā,0,"[{'id': 'Y7.27d', 'index': 6}]",,5.0,,=
ahurā,ahurā,0,"[{'id': 'Y7.27d', 'index': 7}, {'id': 'Y7.27d', 'index': 8}]",,5.0,,=
ϑβōi,ϑβōi,0,"[{'id': 'Y7.27d', 'index': 9}, {'id': 'Y7.27e', 'index': 0}]",,5.0,,=
saōtarascā,staōtarascā,1,"[{'id': 'Y7.27e', 'index': 1}]",,5.0,t deleted,?
mazdā,mazdā,0,"[{'id': 'Y7.27e', 'index': 2}]",,5.0,,=
ahurā,ahurā,0,"[{'id': 'Y7.27e', 'index': 3}, {'id': 'Y7.27e', 'index': 4}]",,5.0,,=
ahiiā,ahiiā,0,"[{'id': 'Y7.27e', 'index': 5}, {'id': 'Y7.28a', 'index': 0}]",,5.0,,=
huuō,huuō,0,"[{'id': 'Y7.28a', 'index': 1}]",,5.0,,=
nə̄,nə̄,0,"[{'id': 'Y7.28a', 'index': 2}]",,5.0,,=
dāidī,dāidī,0,"[{'id': 'Y7.28a', 'index': 3}]",,5.0,,=
ahmāicā,aɱāicā,1,"[{'id': 'Y7.28a', 'index': 4}]",,5.0,hm for ɱ,?
ahuiiē,ahuiiē,0,"[{'id': 'Y7.28a', 'index': 6}]",,5.0,,=
manax́iiāica,manax́iiāca,1,"[{'id': 'Y7.28a', 'index': 7}]",,5.0,āi for ā,1
tat̰,tat̰,0,"[{'id': 'Y7.28a', 'index': 8}, {'id': 'Y7.28b', 'index': 0}]",,5.0,,=
ahiiā,ahiiā,0,"[{'id': 'Y7.28b', 'index': 1}]",,5.0,,=
yātat̰,yāsat̰,1,"[{'id': 'Y7.28b', 'index': 2}]",,5.0,t for s,?
upājamiiāmā,upājamiiāmā,0,"[{'id': 'Y7.28b', 'index': 3}]",,5.0,,=
tauuācā,tauuācā,0,"[{'id': 'Y7.28b', 'index': 4}]",,5.0,,=
sarəm,sarəm,0,"[{'id': 'Y7.28b', 'index': 5}]",,5.0,,=
aṣ̌ax́iiācā,aṣ̌ax́iiācā,0,"[{'id': 'Y7.28b', 'index': 6}]",,5.0,,=
vīspā̊,vīspā̊,0,"[{'id': 'Y7.28b', 'index': 7}]",,5.0,,=
yaōuuē,yauuē,1,"[{'id': 'Y7.28b', 'index': 8}]",,5.0,"aō for au, uu for u",1
yaϑā,yaϑā,0,"[{'id': 'Y7.28b', 'index': 9}, {'id': 'Y7.29YAV', 'index': 0}]",,5.0,,=
ahī,ahū,0,"[{'id': 'Y7.29YAV', 'index': 1}]",,5.0,ī for ū,1
vairiiō,vairiiō,0,"[{'id': 'Y7.29YAV', 'index': 2}]",,5.0,,=
ahunəm,ahunəm,0,"[{'id': 'Y7.29YAV', 'index': 3}, {'id': 'Y7.30a', 'index': 0}]",,5.0,,=
vairīm,vairīm,0,"[{'id': 'Y7.30a', 'index': 1}]",,5.0,,=
arəšuxδəm,aršuxδəm,1,"[{'id': 'Y7.30a', 'index': 2}, {'id': 'Y7.30b', 'index': 0}]",,5.0,ə inserted,?
vācəm,vārəm,1,"[{'id': 'Y7.30b', 'index': 1}]",,5.0,c for r,?
vaŋhīm,vaŋᵛhīm,1,"[{'id': 'Y7.30c', 'index': 3}]",,5.0,ŋ for ŋᵛ,r-b
āfritīm,āfritīm,0,"[{'id': 'Y7.30c', 'index': 4}]",,5.0,,=
uγrəm,uγrəm,0,"[{'id': 'Y7.30c', 'index': 5}, {'id': 'Y7.30d', 'index': 0}]",,5.0,,=
taxməm,taxməm,0,"[{'id': 'Y7.30d', 'index': 1}, {'id': 'Y7.30d', 'index': 2}]",,5.0,,=
dāmōiš,dāmōiš,0,"[{'id': 'Y7.30d', 'index': 3}]",,5.0,,=
upamanəm,upamanəm,0,"[{'id': 'Y7.30d', 'index': 4}]",,5.0,,=
yazatəm,yazatəm,0,"[{'id': 'Y7.30d', 'index': 6}]",,5.0,,=
yazatəm,yazatəm,0,"[{'id': 'Y7.30d', 'index': 8}]",,5.0,,=
hauruuata,hauruuata,0,"[{'id': 'Y7.30d', 'index': 9}, {'id': 'Y7.30e', 'index': 0}]",,5.0,,=
amərətātā,amərətātā,0,"[{'id': 'Y7.30e', 'index': 1}]",,5.0,,=
gāuš,gāuš,0,"[{'id': 'Y7.30e', 'index': 2}, {'id': 'Y7.30f', 'index': 0}]",,5.0,,=
hudā̊,hudā̊,0,"[{'id': 'Y7.30f', 'index': 1}]",,5.0,,=
haōməmca,haōməmca,0,"[{'id': 'Y7.30f', 'index': 2}, {'id': 'Y7.30g', 'index': 0}]",,5.0,,=
parahaōməmca,parahaōməmca,0,"[{'id': 'Y7.30g', 'index': 1}]",,5.0,,=
aēsmąsca,aēsmąsca,0,"[{'id': 'Y7.30h', 'index': 0}]",,5.0,,=
baōiδīmca,baōiδīmca,0,"[{'id': 'Y7.30h', 'index': 1}]",,5.0,,=
frasasti,frasasti,0,"[{'id': 'Y7.30h', 'index': 2}, {'id': 'Y7.30i', 'index': 0}, {'id': 'Y7.30i', 'index': 1}]",,5.0,,=
daɱiiā̊,daɱaiiā̊,1,"[{'id': 'Y7.30i', 'index': 2}]",,5.0,aii for ii,1
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y7.30i', 'index': 3}]",,5.0,,=
āfrətōiš,āfritōiš,1,"[{'id': 'Y7.30i', 'index': 4}]",,5.0,ə for i,1
yeŋ́hē,yeŋ́hē,0,"[{'id': 'Y7.30i', 'index': 5}, {'id': 'Y7.31YeH', 'index': 0}]",,5.0,,=
hātąm,hātąm,0,"[{'id': 'Y7.31YeH', 'index': 1}, {'id': 'Y7.31YeH', 'index': 2}]",,5.0,,=
yaϑā,yaϑā,0,"[{'id': 'Y7.31YeH', 'index': 3}, {'id': 'Y8.0WazGr', 'index': 0}]",,5.0,,=
ahī,ahū,0,"[{'id': 'Y8.0WazGr', 'index': 1}]",,5.0,ī for ū,1
vairiiō,vairiiō,0,"[{'id': 'Y8.0WazGr', 'index': 2}, {'id': 'Y8.0WazGr', 'index': 3}]",,5.0,,=
yō,yō,0,"[{'id': 'Y8.0WazGr', 'index': 4}]",,5.0,,=
zaōtā,zaōtā,0,"[{'id': 'Y8.0WazGr', 'index': 5}]",,5.0,,=
frāmē,frāmē,0,"[{'id': 'Y8.0WazGr', 'index': 6}]",,5.0,,=
mrīte,mrūtē,2,"[{'id': 'Y8.0WazGr', 'index': 7}]",,5.0,"ī for ū, e for ē",1
aϑā,aϑā,0,"[{'id': 'Y8.0WazGr', 'index': 8}, {'id': 'Y8.0WazGrF', 'index': 0}]",,5.0,,=
ratuš,ratuš,0,"[{'id': 'Y8.0WazGrF', 'index': 1}]",,5.0,,=
aṣ̌əm,aṣ̌əm,0,"[{'id': 'Y8.0WazGrF', 'index': 2}, {'id': 'Y8.1AV', 'index': 0}]",,5.0,,=
vohī,vohū,1,"[{'id': 'Y8.1AV', 'index': 1}]",,5.0,ī for ū,1
aṣ̌aiia,aṣ̌aiia,0,"[{'id': 'Y8.1AV', 'index': 2}, {'id': 'Y8.2a', 'index': 0}]",,5.0,,=
daδąmi,daδąmi,0,"[{'id': 'Y8.2a', 'index': 1}]",,5.0,,=
xᵛarəϑəm,xᵛarəϑəm,0,"[{'id': 'Y8.2a', 'index': 2}]",,5.0,,=
miiazdəm,miiazdəm,0,"[{'id': 'Y8.2a', 'index': 3}]",,5.0,,=
hauruuata,hauruuata,0,"[{'id': 'Y8.2a', 'index': 4}, {'id': 'Y8.2a', 'index': 5}]",,5.0,,=
amərətāta,amərətāta,0,"[{'id': 'Y8.2a', 'index': 6}]",,5.0,,=
gā̊uš,gāuš,1,"[{'id': 'Y8.2a', 'index': 7}]",,5.0,ā̊u for āu,?
haōməmca,haōməmca,0,"[{'id': 'Y8.2a', 'index': 8}]",,5.0,,=
parahaōməmca,parahaōməmca,0,"[{'id': 'Y8.2a', 'index': 9}, {'id': 'Y8.2a', 'index': 10}]",,5.0,,=
aēsmąsca,aēsmąsca,0,"[{'id': 'Y8.2a', 'index': 11}, {'id': 'Y8.2aF', 'index': 0}]",,5.0,,=
baōiδīmca,baōiδīmca,0,"[{'id': 'Y8.2aF', 'index': 1}]",,5.0,,=
frasasti,frasasti,0,"[{'id': 'Y8.2aF', 'index': 2}]",,5.0,,=
ahurahe,ahurahe,0,"[{'id': 'Y8.2aF', 'index': 3}, {'id': 'Y8.2aF', 'index': 4}]",,5.0,,=
mazdā̊,mazdā̊,0,"[{'id': 'Y8.2aF', 'index': 5}]",,5.0,,=
ahunahe,ahunahe,0,"[{'id': 'Y8.2aF', 'index': 6}]",,5.0,,=
vairiiehe,vairiiehe,0,"[{'id': 'Y8.2aF', 'index': 7}]",,5.0,,=
arəšuxδahe,aršuxδahe,1,"[{'id': 'Y8.2aF', 'index': 8}, {'id': 'Y8.2aF', 'index': 9}]",,5.0,ə inserted,?
vāxš,vāxš,0,"[{'id': 'Y8.2aF', 'index': 10}]",,5.0,,=
dahmaiiā̊,daɱaiiā̊,1,"[{'id': 'Y8.2b', 'index': 0}]",,5.0,hm for ɱ,?
vaŋhuiiā̊,vaŋhuiiā̊,0,"[{'id': 'Y8.2b', 'index': 1}]",,5.0,,=
āfritōiš,āfritōiš,0,"[{'id': 'Y8.2b', 'index': 2}]",,5.0,,=
