xml_id,our_index,our_word,canon_indexes,canon_words,relation,matched
Y1.22,2,diduuaēša.,2,diduuaēša.,equal,True
Y1.22,3,yezi.,3,yezi.,equal,True
Y1.22,4,manaŋha.,4,manaŋha.,equal,True
Y1.22,5,yezi.,5,yezi.,equal,True
Y1.22,6,vacaŋha.,6,vacaŋha.,equal,True
Y1.22,7,yezi.,7,yezi.,equal,True
Y1.22,8,š́iiaōϑana.,8,š́iiaōϑna.,substitution,True
Y1.22,9,yezi.,9,yezi.,equal,True
Y1.22,10,zaōša.,10,zaōša.,equal,True
Y1.22,11,yezi.,11,yezi.,equal,True
Y1.22,12,azaōša.,12,azaōša.,equal,True
Y1.22,13,ā.tē.,14,tē.,substitution,True
Y1.22,14,aŋ́he.,15,aiŋ́he.,substitution,True
Y1.22,15,fraca.,16,fraca.,equal,True
Y1.22,16,stuiiē.,17,stuiiē.,equal,True
Y1.22,17,nī.tē.,18;19,nī. tē.,many-to-one,True
Y1.22,18,vaēaδaiiemi.,20,vaēδaiiemi.,substitution,True
Y1.22,19,yezi.,21,yezi.,equal,True
Y1.22,20,tē.,22,tē.,equal,True
Y1.22,21,aŋ́he.,23,aiŋ́he.,substitution,True
Y1.22,22,auuā.urīraōϑa.,24,auuā.urūraōδa.,substitution,True
Y1.22,23,yat̰.,25,yat̰.,equal,True
Y1.22,24,yasnaheca.,26,yasnaheca.,equal,True
Y1.22,25,vahmaheca.,27,vaɱaheca.,substitution,True
Y1.23,0,ratauuō.,0,ratauuō.,equal,True
Y1.23,1,vīspe.,1,vīspe.,equal,True
Y1.23,2,mazišta.,2,mazišta.,equal,True
Y1.23,3,aṣ̌aōm.,3,aṣ̌āum.,substitution,True
Y1.23,4,aṣ̌ahe.,4,aṣ̌ahe.,equal,True
Y1.23,5,ratauuō.,5,ratauuō.,equal,True
Y1.23,6,yezi.,6,yezi.,equal,True
Y1.23,7,vō.,7,vō.,equal,True
Y1.23,8,didiuuaēša.,8,diduuaēša.,substitution,True
Y1.23,9,yezi.,9,yezi.,equal,True
Y1.23,10,manaŋha.,10,manaŋha.,equal,True
Y1.23,11,yezi.,11,yezi.,equal,True
Y1.23,12,vacaŋha.,12,vacaŋha.,equal,True
Y1.23,13,yezi.,13,yezi.,equal,True
Y1.23,14,š́iiaōϑana.,14,š́iiaōϑna.,substitution,True
Y1.23,15,yezi.,15,yezi.,equal,True
Y1.23,16,zaōša.,16,zaōša.,equal,True
Y1.23,17,yezi.,17,yezi.,equal,True
Y1.23,18,azaōša.,18,azaōša.,equal,True
Y1.23,19,āuuō.,,,unmatched,False
Y1.23,20,aŋ́hē.,21,aiŋ́he.,substitution,True
Y1.23,21,fraca.,22,fraca.,equal,True
Y1.23,22,stuiiē.,23,stuiiē.,equal,True
Y1.23,23,nī.vō.,,,unmatched,False
Y1.23,24,vaēδaiiemi.,26,vaēδaiiemi.,equal,True
Y1.23,25,yezi.,27,yezi.,equal,True
Y1.23,26,aŋ́hē.,29,aiŋ́he.,substitution,True
Y1.23,27,huuā.urī.raōδa.,30,auuā.urūraōδa.,substitution,True
Y1.23,28,yat̰.,31,yat̰.,equal,True
Y1.23,29,yasnaheca.,32,yasnaheca.,equal,True
Y1.23,30,vahmaheca.,33,vaɱaheca.,substitution,True
